,Kingdom,Phylum,Class,Order,Family,Genus,predicted_copy_number
ASV1157,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Angustibacter,2.587155427
ASV1158,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,1.22441302
ASV1159,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,1.349784206
ASV1160,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,1.689730607
ASV1161,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,2.667964113
ASV1162,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,2.914501389
ASV1163,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,2.865552881
ASV1164,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,NA,NA,1.444239118
ASV1165,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI 0001001-H03,1.359310728
ASV1166,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,1.816985083
ASV1167,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,1.676059194
ASV1168,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,2.903480359
ASV1169,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,1.984288422
ASV1170,Bacteria,Bacteroidota,Ignavibacteria,SJA-28,NA,NA,3.677132117
ASV1171,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,2.380009525
ASV1172,Bacteria,Acidobacteriota,Subgroup 5,NA,NA,NA,2.547176935
ASV1173,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,1.723990212
ASV1174,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,2.233224768
ASV1175,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,5.730680225
ASV1176,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,5.292547048
ASV1177,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,3.596095033
ASV1178,Bacteria,Myxococcota,bacteriap25,NA,NA,NA,4.350126758
ASV1179,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,1.609659872
ASV1180,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,1.400805516
ASV1181,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,1.490447097
ASV1182,Bacteria,Latescibacterota,NA,NA,NA,NA,1.745658434
ASV1183,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,1.501117878
ASV1184,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,2.163826829
ASV1185,Bacteria,Chloroflexi,AD3,NA,NA,NA,2.755215297
ASV1186,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,4.748504456
ASV1187,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,1.980491944
ASV1188,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Cystobacter,2.59333256
ASV1189,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,2.610726327
ASV1190,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,5.425863217
ASV1191,Bacteria,Cyanobacteria,Vampirivibrionia,Vampirovibrionales,Vampirovibrionaceae,NA,2.581196577
ASV1192,Bacteria,Myxococcota,Myxococcia,Myxococcales,Vulgatibacteraceae,Vulgatibacter,1.924535288
ASV1193,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207,2.210885582
ASV1194,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,2.742881584
ASV1195,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,2.201151585
ASV1196,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,3.176330701
ASV1197,Bacteria,Chloroflexi,Dehalococcoidia,S085,NA,NA,2.487320656
ASV1198,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,1.484490521
ASV1199,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,2.596138648
ASV1200,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,2.70081034
ASV1201,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea,2.437761253
ASV1202,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,1.828916836
ASV1203,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,2.303499941
ASV1204,Bacteria,Latescibacterota,NA,NA,NA,NA,2.433326865
ASV1205,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Streptosporangium,4.608486954
ASV1206,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,NA,2.55085337
ASV1207,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea,2.196536542
ASV1208,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA,3.192679962
ASV1209,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax,1.968551577
ASV1210,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,1.664216747
ASV1211,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,2.953300434
ASV1212,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,2.482808044
ASV1213,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,3.378312063
ASV1214,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,2.091176969
ASV1215,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Stenotrophobacter,1.712306228
ASV1216,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,2.384948312
ASV1217,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Uliginosibacterium,2.250399968
ASV1218,Bacteria,Planctomycetota,Phycisphaerae,S-70,NA,NA,1.202218114
ASV1219,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Pedococcus-Phycicoccus,1.97969773
ASV1220,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Salinispira,2.830315775
ASV1221,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Alkanibacter,2.47255249
ASV1222,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,NA,NA,1.816348649
ASV1223,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,2.346414854
ASV1224,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,NA,2.771627858
ASV1225,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,2.530281715
ASV1226,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,1.299696993
ASV1227,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Paucibacter,3.387963991
ASV1228,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,NA,1.395069304
ASV1229,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,6.435146695
ASV1230,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labraceae,Labrys,1.921038043
ASV1231,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,1.529103769
ASV1232,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,1.642563632
ASV1233,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,4.719240422
ASV1234,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,2.099063799
ASV1235,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,1.934062604
ASV1236,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,1.822799546
ASV1237,Bacteria,Patescibacteria,Parcubacteria,Candidatus Lloydbacteria,NA,NA,2.634574798
ASV1238,Bacteria,Planctomycetota,OM190,NA,NA,NA,2.90733775
ASV1239,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,2.240399165
ASV1240,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,1.712197075
ASV1241,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,1.616909771
ASV1242,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,1.321632113
ASV1243,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,1.714104941
ASV1244,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,2.217721947
ASV1245,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,1.407929317
ASV1246,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,2.349083977
ASV1247,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,2.219410921
ASV1248,Bacteria,Acidobacteriota,Subgroup 5,NA,NA,NA,2.10700405
ASV1249,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,1.532005184
ASV1250,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,1.560580709
ASV1251,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,1.554572223
ASV1252,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,KD3-10,2.415344043
ASV1253,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,1.956371145
ASV1254,Bacteria,Latescibacterota,NA,NA,NA,NA,2.222297203
ASV1255,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13,1.883594697
ASV1256,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,2.453444688
ASV1257,Bacteria,Latescibacterota,NA,NA,NA,NA,2.488036819
ASV1258,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Salinispira,2.457106123
ASV1259,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,2.263472639
ASV1260,Bacteria,Verrucomicrobiota,Verrucomicrobiae,S-BQ2-57 soil group,NA,NA,1.674609433
ASV1261,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,2.072149403
ASV1262,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,5.24959549
ASV1263,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,3.031699572
ASV1264,Bacteria,Latescibacterota,NA,NA,NA,NA,2.551456016
ASV1265,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,1.343376221
ASV1266,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,3.518384878
ASV1267,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,2.002059048
ASV1268,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,NA,2.177898183
ASV1269,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,4.249006112
ASV1270,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,5.017491119
ASV1271,Bacteria,Verrucomicrobiota,Verrucomicrobiae,S-BQ2-57 soil group,NA,NA,2.428185554
ASV1272,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,1.209400137
ASV1273,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Natranaerovirga,4.862933363
ASV1274,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,2.522386785
ASV1275,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,2.898148152
ASV1276,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,1.430404757
ASV1277,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,NA,2.231617817
ASV1278,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,2.400444058
ASV1279,Bacteria,Planctomycetota,OM190,NA,NA,NA,2.885533661
ASV1280,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,2.015299824
ASV1281,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,2.205123837
ASV1282,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,2.182674977
ASV1283,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,1.694054193
ASV1284,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,2.199565616
ASV1285,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,3.018727789
ASV1286,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,NA,2.224129638
ASV1287,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,1.51447641
ASV1288,Bacteria,Planctomycetota,OM190,NA,NA,NA,2.114570652
ASV1289,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,2.49982192
ASV1290,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,1.984747802
ASV1291,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,2.519577268
ASV1292,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,NA,NA,2.132736609
ASV1293,Bacteria,Planctomycetota,Phycisphaerae,Pla1 lineage,NA,NA,1.568356281
ASV1294,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,1.335993401
ASV1295,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,NA,2.620004462
ASV1296,Bacteria,NA,NA,NA,NA,NA,2.723200454
ASV1297,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,NA,1.727747543
ASV1298,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,1.785849936
ASV1299,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,1.21596381
ASV1300,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32,1.571326789
ASV1301,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,1.197143783
ASV1302,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,7.167105495
ASV1303,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,2.03564424
ASV1304,Bacteria,Acidobacteriota,Blastocatellia,DS-100,NA,NA,2.093419656
ASV1305,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,NA,4.228300704
ASV1306,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,1.876657865
ASV1307,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,2.504032563
ASV1308,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,5.246748717
ASV1309,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,2.318251838
ASV1310,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,1.614959072
ASV1311,Bacteria,Planctomycetota,OM190,NA,NA,NA,2.589175282
ASV1312,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,1.721965249
ASV1313,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,1.775254433
ASV1314,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,2.325200384
ASV1315,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Luedemannella,2.368252543
ASV1316,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,2.542022481
ASV1317,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,6.983399987
ASV1318,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,1.289201927
ASV1319,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,1.837304954
ASV1320,Bacteria,Latescibacterota,NA,NA,NA,NA,2.386304344
ASV1321,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,2.619546825
ASV1322,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,2.537654897
ASV1323,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,2.736740328
ASV1324,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA,2.956000774
ASV1325,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA,1.643863887
ASV1326,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,2.584937254
ASV1327,Bacteria,FCPU426,NA,NA,NA,NA,3.797910142
ASV1328,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,GOUTA6,4.385481791
ASV1329,Bacteria,Elusimicrobiota,Lineage IIb,NA,NA,NA,1.27598529
ASV1330,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,2.390995757
ASV1331,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,2.610093184
ASV1332,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,1.268479612
ASV1333,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,2.540528266
ASV1334,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,3.08131273
ASV1335,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,2.299186948
ASV1336,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,2.591982358
ASV1337,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,1.743474097
ASV1338,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,3.061520387
ASV1339,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,CPla-3 termite group,NA,1.939938311
ASV1340,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,1.827199922
ASV1341,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Rhizocola,2.993753385
ASV1342,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,2.391843494
ASV1343,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,2.087161654
ASV1344,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,1.414255138
ASV1345,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,7.4448226
ASV1346,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,1.795267048
ASV1347,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,1.369343672
ASV1348,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,2.549591277
ASV1349,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,2.373163749
ASV1350,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,1.669305387
ASV1351,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,1.482094069
ASV1352,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,2.760171319
ASV1353,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,NA,2.385239124
ASV1354,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA,2.121698357
ASV1355,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,2.021172037
ASV1356,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,6.75484279
ASV1357,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,2.99379888
ASV1358,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,2.558877522
ASV1359,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,1.53185281
ASV1360,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,1.684789923
ASV1361,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,2.26803867
ASV1362,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,BIyi10,3.291612645
ASV1363,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,3.535557837
ASV1364,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,2.997993686
ASV1365,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,NA,2.645758154
ASV1366,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Sporocytophaga,3.251493636
ASV1367,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,3.323510834
ASV1368,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,2.721112672
ASV1369,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,2.318123111
ASV1370,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,3.454432108
ASV1371,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,2.035245934
ASV1372,Bacteria,Chloroflexi,AD3,NA,NA,NA,3.271094748
ASV1373,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Micropruina,1.507916855
ASV1374,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,1.576146458
ASV1375,Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA,3.232276159
ASV1376,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,1.401231073
ASV1377,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,2.263714971
ASV1378,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,1.978485335
ASV1379,Bacteria,Zixibacteria,NA,NA,NA,NA,3.136923699
ASV1380,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Alkanibacter,2.176996604
ASV1381,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,2.563836646
ASV1382,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,NA,2.336811018
ASV1383,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,2.510945742
ASV1384,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage IV,NA,NA,1.102205794
ASV1385,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Parafilimonas,1.771163332
ASV1386,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,1.98083553
ASV1387,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,2.256268042
ASV1388,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,NA,NA,2.149685681
ASV1389,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,2.989415658
ASV1390,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,5.036665444
